MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200811,HI,44.22,55.78,12.44,2.17,0.00,0.00,2020-08-11,2020-08-17,1
20200804,HI,43.25,56.75,12.44,2.60,0.00,0.00,2020-08-04,2020-08-10,1
20200728,HI,32.13,67.87,21.13,2.60,0.00,0.00,2020-07-28,2020-08-03,1
20200721,HI,20.29,79.71,29.51,4.01,0.00,0.00,2020-07-21,2020-07-27,1
20200714,HI,26.82,73.18,27.82,2.77,0.00,0.00,2020-07-14,2020-07-20,1
20200707,HI,26.82,73.18,25.54,2.77,0.00,0.00,2020-07-07,2020-07-13,1
20200630,HI,26.72,73.28,23.09,2.77,0.00,0.00,2020-06-30,2020-07-06,1
20200623,HI,33.90,66.10,20.02,2.77,0.00,0.00,2020-06-23,2020-06-29,1
20200616,HI,34.00,66.00,19.90,2.77,0.00,0.00,2020-06-16,2020-06-22,1
20200609,HI,33.43,66.57,33.96,2.77,0.00,0.00,2020-06-09,2020-06-15,1
20200602,HI,33.43,66.57,33.96,1.27,0.00,0.00,2020-06-02,2020-06-08,1
20200526,HI,7.78,92.22,6.81,0.62,0.00,0.00,2020-05-26,2020-06-01,1
20200519,HI,7.78,92.22,3.37,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,HI,86.97,13.03,1.57,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,HI,93.16,6.84,0.80,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,HI,93.16,6.84,0.80,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,HI,94.81,5.19,0.52,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,HI,94.43,5.57,1.15,0.29,0.00,0.00,2020-04-14,2020-04-20,1
20200407,HI,92.74,7.26,1.15,0.29,0.00,0.00,2020-04-07,2020-04-13,1
20200331,HI,89.57,10.43,3.11,0.57,0.00,0.00,2020-03-31,2020-04-06,1
20200324,HI,89.57,10.43,3.11,0.57,0.00,0.00,2020-03-24,2020-03-30,1
20200317,HI,89.57,10.43,3.11,0.57,0.00,0.00,2020-03-17,2020-03-23,1
20200310,HI,88.79,11.21,3.11,0.57,0.00,0.00,2020-03-10,2020-03-16,1
20200303,HI,91.73,8.27,3.11,0.57,0.00,0.00,2020-03-03,2020-03-09,1
20200225,HI,91.73,8.27,3.11,0.57,0.00,0.00,2020-02-25,2020-03-02,1
20200218,HI,89.15,10.85,4.63,2.10,0.00,0.00,2020-02-18,2020-02-24,1
20200211,HI,87.07,12.93,6.12,2.47,0.00,0.00,2020-02-11,2020-02-17,1
20200204,HI,87.14,12.86,6.26,2.47,0.00,0.00,2020-02-04,2020-02-10,1
20200128,HI,84.99,15.01,8.17,4.19,0.00,0.00,2020-01-28,2020-02-03,1
20200121,HI,84.51,15.49,9.21,4.81,0.40,0.00,2020-01-21,2020-01-27,1
20200114,HI,81.17,18.83,12.11,5.90,0.40,0.00,2020-01-14,2020-01-20,1
20200107,HI,49.12,50.88,17.14,6.86,0.40,0.22,2020-01-07,2020-01-13,1
20191231,HI,35.96,64.04,17.56,6.62,0.99,0.22,2019-12-31,2020-01-06,1
20191224,HI,35.96,64.04,17.56,6.62,0.99,0.22,2019-12-24,2019-12-30,1
20191217,HI,35.96,64.04,17.56,6.62,0.99,0.22,2019-12-17,2019-12-23,1
20191210,HI,35.21,64.79,17.46,6.66,0.99,0.22,2019-12-10,2019-12-16,1
20191203,HI,34.70,65.30,16.31,7.30,0.83,0.00,2019-12-03,2019-12-09,1
20191126,HI,30.30,69.70,16.39,9.26,1.03,0.00,2019-11-26,2019-12-02,1
20191119,HI,7.84,92.16,15.15,9.26,1.03,0.00,2019-11-19,2019-11-25,1
20191112,HI,76.23,23.77,15.15,9.26,1.03,0.00,2019-11-12,2019-11-18,1
20191105,HI,76.23,23.77,15.15,9.26,1.03,0.00,2019-11-05,2019-11-11,1
20191029,HI,73.12,26.88,14.87,8.59,1.08,0.00,2019-10-29,2019-11-04,1
20191022,HI,73.12,26.88,14.87,8.59,1.08,0.00,2019-10-22,2019-10-28,1
20191015,HI,73.12,26.88,14.87,8.59,1.08,0.00,2019-10-15,2019-10-21,1
20191008,HI,72.65,27.35,14.05,6.29,1.03,0.00,2019-10-08,2019-10-14,1
20191001,HI,62.16,37.84,17.77,6.07,1.54,0.00,2019-10-01,2019-10-07,1
20190924,HI,62.16,37.84,17.77,6.07,1.51,0.00,2019-09-24,2019-09-30,1
20190917,HI,58.21,41.79,18.95,6.03,1.51,0.00,2019-09-17,2019-09-23,1
20190910,HI,60.41,39.59,16.90,3.60,1.14,0.00,2019-09-10,2019-09-16,1
20190903,HI,49.26,50.74,21.59,3.86,1.14,0.00,2019-09-03,2019-09-09,1
20190827,HI,40.96,59.04,21.59,4.99,1.14,0.00,2019-08-27,2019-09-02,1
20190820,HI,43.85,56.15,18.39,5.03,1.15,0.00,2019-08-20,2019-08-26,1
20190813,HI,43.29,56.71,16.01,4.46,0.92,0.00,2019-08-13,2019-08-19,1
20190806,HI,43.29,56.71,16.01,4.46,0.92,0.00,2019-08-06,2019-08-12,1
20190730,HI,30.06,69.94,28.94,4.13,1.26,0.00,2019-07-30,2019-08-05,1
20190723,HI,30.06,69.94,28.94,4.13,1.26,0.00,2019-07-23,2019-07-29,1
20190716,HI,27.49,72.51,28.94,3.71,0.95,0.00,2019-07-16,2019-07-22,1
20190709,HI,21.07,78.93,31.50,3.13,0.95,0.00,2019-07-09,2019-07-15,1
20190702,HI,32.04,67.96,44.25,3.80,0.95,0.00,2019-07-02,2019-07-08,1
20190625,HI,25.40,74.60,48.78,5.71,0.95,0.00,2019-06-25,2019-07-01,1
20190618,HI,25.40,74.60,48.78,5.71,0.95,0.00,2019-06-18,2019-06-24,1
20190611,HI,25.40,74.60,48.78,5.71,0.95,0.00,2019-06-11,2019-06-17,1
20190604,HI,7.15,92.85,55.78,4.85,0.74,0.00,2019-06-04,2019-06-10,1
20190528,HI,7.15,92.85,55.78,4.85,0.74,0.00,2019-05-28,2019-06-03,1
20190521,HI,9.04,90.96,45.14,3.23,0.00,0.00,2019-05-21,2019-05-27,1
20190514,HI,27.92,72.08,23.48,3.23,0.00,0.00,2019-05-14,2019-05-20,1
20190507,HI,27.92,72.08,23.49,3.23,0.00,0.00,2019-05-07,2019-05-13,1
20190430,HI,20.04,79.96,37.44,3.64,0.00,0.00,2019-04-30,2019-05-06,1
20190423,HI,20.15,79.85,30.53,0.53,0.00,0.00,2019-04-23,2019-04-29,1
20190416,HI,20.15,79.85,30.53,0.53,0.00,0.00,2019-04-16,2019-04-22,1
20190409,HI,3.43,96.57,30.53,0.53,0.00,0.00,2019-04-09,2019-04-15,1
20190402,HI,3.38,96.62,15.76,0.49,0.00,0.00,2019-04-02,2019-04-08,1
20190326,HI,0.97,99.03,1.23,0.49,0.00,0.00,2019-03-26,2019-04-01,1
20190319,HI,97.21,2.79,1.23,0.49,0.00,0.00,2019-03-19,2019-03-25,1
20190312,HI,95.76,4.24,0.60,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,HI,65.01,34.99,0.60,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,HI,51.70,48.30,31.20,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,HI,27.60,72.40,38.12,4.73,0.00,0.00,2019-02-19,2019-02-25,1
20190212,HI,14.46,85.54,70.45,7.71,0.00,0.00,2019-02-12,2019-02-18,1
20190205,HI,14.46,85.54,68.04,3.35,0.00,0.00,2019-02-05,2019-02-11,1
20190129,HI,0.00,100.00,39.60,1.55,0.00,0.00,2019-01-29,2019-02-04,1
20190122,HI,53.29,46.71,37.19,1.02,0.00,0.00,2019-01-22,2019-01-28,1
20190115,HI,53.29,46.71,37.19,1.02,0.00,0.00,2019-01-15,2019-01-21,1
20190108,HI,55.20,44.80,37.37,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,HI,56.44,43.56,4.58,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,HI,56.44,43.56,4.58,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,HI,56.44,43.56,4.58,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,HI,58.06,41.94,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,HI,58.06,41.94,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,HI,98.67,1.33,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,HI,95.93,4.07,1.33,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,HI,95.93,4.07,1.33,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,HI,87.22,12.78,3.49,1.25,0.00,0.00,2018-09-18,2018-09-24,1
20180911,HI,60.19,39.81,13.07,1.25,0.00,0.00,2018-09-11,2018-09-17,1
20180904,HI,58.45,41.55,32.26,4.52,0.00,0.00,2018-09-04,2018-09-10,1
20180828,HI,53.65,46.35,36.37,5.55,0.00,0.00,2018-08-28,2018-09-03,1
20180821,HI,43.94,56.06,36.35,5.57,0.00,0.00,2018-08-21,2018-08-27,1
20180814,HI,44.50,55.50,35.04,4.06,0.00,0.00,2018-08-14,2018-08-20,1
20180807,HI,44.50,55.50,35.04,4.06,0.00,0.00,2018-08-07,2018-08-13,1
20180731,HI,46.66,53.34,31.46,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,HI,46.66,53.34,31.46,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,HI,46.66,53.34,28.53,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,HI,46.66,53.34,2.47,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,HI,69.19,30.81,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,HI,69.19,30.81,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,HI,78.98,21.02,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,HI,78.98,21.02,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,HI,78.98,21.02,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,HI,78.98,21.02,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,HI,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,HI,95.39,4.61,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,HI,61.33,38.67,4.79,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,HI,55.84,44.16,7.60,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,HI,48.99,51.01,4.39,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,HI,49.00,51.00,4.38,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,HI,42.05,57.95,10.15,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,HI,42.05,57.95,10.15,0.90,0.00,0.00,2018-01-09,2018-01-15,1
20180102,HI,53.46,46.54,21.68,0.90,0.00,0.00,2018-01-02,2018-01-08,1
20171226,HI,53.46,46.54,21.68,0.90,0.00,0.00,2017-12-26,2018-01-01,1
20171219,HI,49.97,50.03,21.68,0.90,0.00,0.00,2017-12-19,2017-12-25,1
20171212,HI,56.06,43.94,21.68,0.90,0.00,0.00,2017-12-12,2017-12-18,1
20171205,HI,56.05,43.95,21.68,0.90,0.00,0.00,2017-12-05,2017-12-11,1
20171128,HI,53.04,46.96,26.88,7.14,0.00,0.00,2017-11-28,2017-12-04,1
20171121,HI,51.36,48.64,27.14,7.71,0.00,0.00,2017-11-21,2017-11-27,1
20171114,HI,51.36,48.64,27.14,7.71,0.00,0.00,2017-11-14,2017-11-20,1
20171107,HI,39.75,60.25,47.82,11.98,2.18,0.00,2017-11-07,2017-11-13,1
20171031,HI,39.75,60.25,47.82,11.98,2.18,0.00,2017-10-31,2017-11-06,1
20171024,HI,22.20,77.80,49.14,11.98,2.18,0.00,2017-10-24,2017-10-30,1
20171017,HI,3.68,96.32,66.09,15.06,2.40,0.00,2017-10-17,2017-10-23,1
20171010,HI,3.68,96.32,66.09,15.06,2.40,0.00,2017-10-10,2017-10-16,1
20171003,HI,3.68,96.32,66.09,15.06,2.40,0.00,2017-10-03,2017-10-09,1
20170926,HI,4.34,95.66,64.29,15.06,2.40,0.00,2017-09-26,2017-10-02,1
20170919,HI,9.05,90.95,63.08,14.86,2.40,0.00,2017-09-19,2017-09-25,1
20170912,HI,9.05,90.95,62.58,14.64,1.91,0.00,2017-09-12,2017-09-18,1
20170905,HI,10.88,89.12,64.47,15.47,1.91,0.00,2017-09-05,2017-09-11,1
20170829,HI,10.88,89.12,64.47,15.47,1.91,0.00,2017-08-29,2017-09-04,1
20170822,HI,10.88,89.12,72.28,13.04,0.53,0.00,2017-08-22,2017-08-28,1
20170815,HI,11.54,88.46,69.99,11.83,0.00,0.00,2017-08-15,2017-08-21,1
20170808,HI,11.54,88.46,69.99,11.83,0.00,0.00,2017-08-08,2017-08-14,1
20170801,HI,11.54,88.46,69.99,11.83,0.00,0.00,2017-08-01,2017-08-07,1
20170725,HI,11.54,88.46,69.99,11.83,0.00,0.00,2017-07-25,2017-07-31,1
20170718,HI,11.54,88.46,60.10,1.95,0.00,0.00,2017-07-18,2017-07-24,1
20170711,HI,22.28,77.72,60.10,1.02,0.00,0.00,2017-07-11,2017-07-17,1
20170704,HI,26.53,73.47,58.00,1.02,0.00,0.00,2017-07-04,2017-07-10,1
20170627,HI,24.24,75.76,35.15,2.47,0.00,0.00,2017-06-27,2017-07-03,1
20170620,HI,37.61,62.39,29.10,0.87,0.00,0.00,2017-06-20,2017-06-26,1
20170613,HI,47.12,52.88,24.60,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,HI,59.23,40.77,25.96,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,HI,59.23,40.77,25.96,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,HI,59.23,40.77,25.96,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,HI,59.23,40.77,25.96,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,HI,55.82,44.18,26.28,9.81,0.00,0.00,2017-05-09,2017-05-15,1
20170502,HI,53.50,46.50,26.28,9.81,0.00,0.00,2017-05-02,2017-05-08,1
20170425,HI,0.00,100.00,28.58,16.67,0.00,0.00,2017-04-25,2017-05-01,1
20170418,HI,0.00,100.00,31.49,17.93,0.00,0.00,2017-04-18,2017-04-24,1
20170411,HI,0.00,100.00,31.49,17.93,0.00,0.00,2017-04-11,2017-04-17,1
20170404,HI,12.99,87.01,26.28,17.93,0.00,0.00,2017-04-04,2017-04-10,1
20170328,HI,34.09,65.91,26.28,17.93,0.00,0.00,2017-03-28,2017-04-03,1
20170321,HI,34.09,65.91,27.57,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,HI,58.46,41.54,17.09,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,HI,49.43,50.57,7.55,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,HI,71.47,28.53,7.55,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,HI,71.47,28.53,7.55,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,HI,70.56,29.44,7.55,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,HI,43.82,56.18,1.57,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,HI,43.82,56.18,1.57,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,HI,43.82,56.18,1.57,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,HI,94.07,5.93,1.13,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,HI,94.07,5.93,1.13,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,HI,87.92,12.08,2.51,1.13,0.00,0.00,2017-01-03,2017-01-09,1
20161227,HI,87.92,12.08,2.51,1.13,0.00,0.00,2016-12-27,2017-01-02,1
20161220,HI,87.92,12.08,2.51,1.13,0.00,0.00,2016-12-20,2016-12-26,1
20161213,HI,68.40,31.60,8.35,1.69,0.40,0.00,2016-12-13,2016-12-19,1
20161206,HI,68.40,31.60,8.35,1.69,0.40,0.00,2016-12-06,2016-12-12,1
20161129,HI,68.40,31.60,8.35,1.69,0.40,0.00,2016-11-29,2016-12-05,1
20161122,HI,68.68,31.32,2.94,1.14,0.00,0.00,2016-11-22,2016-11-28,1
20161115,HI,68.68,31.32,2.94,1.14,0.00,0.00,2016-11-15,2016-11-21,1
20161108,HI,68.68,31.32,2.10,1.14,0.00,0.00,2016-11-08,2016-11-14,1
20161101,HI,76.29,23.71,1.71,0.72,0.00,0.00,2016-11-01,2016-11-07,1
20161025,HI,76.29,23.71,1.71,0.72,0.00,0.00,2016-10-25,2016-10-31,1
20161018,HI,89.88,10.12,1.70,0.72,0.00,0.00,2016-10-18,2016-10-24,1
20161011,HI,91.66,8.34,1.08,0.72,0.00,0.00,2016-10-11,2016-10-17,1
20161004,HI,91.66,8.34,1.08,0.72,0.00,0.00,2016-10-04,2016-10-10,1
20160927,HI,93.83,6.17,1.08,0.72,0.00,0.00,2016-09-27,2016-10-03,1
20160920,HI,93.83,6.17,1.08,0.72,0.00,0.00,2016-09-20,2016-09-26,1
20160913,HI,90.85,9.15,4.25,0.72,0.00,0.00,2016-09-13,2016-09-19,1
20160906,HI,89.57,10.43,4.25,0.72,0.00,0.00,2016-09-06,2016-09-12,1
20160830,HI,81.04,18.96,5.84,0.62,0.00,0.00,2016-08-30,2016-09-05,1
20160823,HI,67.31,32.69,14.05,1.48,0.00,0.00,2016-08-23,2016-08-29,1
20160816,HI,67.31,32.69,14.05,1.48,0.00,0.00,2016-08-16,2016-08-22,1
20160809,HI,67.31,32.69,14.05,1.48,0.00,0.00,2016-08-09,2016-08-15,1
20160802,HI,66.52,33.48,14.05,1.48,0.00,0.00,2016-08-02,2016-08-08,1
20160726,HI,44.51,55.49,21.36,5.63,0.00,0.00,2016-07-26,2016-08-01,1
20160719,HI,44.51,55.49,21.36,5.63,0.36,0.00,2016-07-19,2016-07-25,1
20160712,HI,44.51,55.49,21.36,5.63,0.36,0.00,2016-07-12,2016-07-18,1
20160705,HI,44.51,55.49,21.36,5.63,1.23,0.00,2016-07-05,2016-07-11,1
20160628,HI,40.98,59.02,44.26,11.81,1.64,0.00,2016-06-28,2016-07-04,1
20160621,HI,40.98,59.02,44.26,11.81,1.64,0.00,2016-06-21,2016-06-27,1
20160614,HI,40.98,59.02,44.26,11.81,1.64,0.00,2016-06-14,2016-06-20,1
20160607,HI,39.55,60.45,46.82,30.51,4.59,0.00,2016-06-07,2016-06-13,1
20160531,HI,29.37,70.63,57.95,38.26,5.53,0.00,2016-05-31,2016-06-06,1
20160524,HI,29.37,70.63,57.95,38.26,5.53,0.00,2016-05-24,2016-05-30,1
20160517,HI,29.53,70.47,59.48,38.26,5.53,0.00,2016-05-17,2016-05-23,1
20160510,HI,19.90,80.10,61.48,40.42,5.05,0.00,2016-05-10,2016-05-16,1
20160503,HI,19.90,80.10,61.48,40.42,5.05,0.00,2016-05-03,2016-05-09,1
20160426,HI,9.65,90.35,70.74,40.42,5.05,0.00,2016-04-26,2016-05-02,1
20160419,HI,9.65,90.35,70.74,40.42,5.05,0.00,2016-04-19,2016-04-25,1
20160412,HI,1.56,98.44,79.45,50.19,2.14,0.00,2016-04-12,2016-04-18,1
20160405,HI,1.56,98.44,79.45,50.19,2.14,0.00,2016-04-05,2016-04-11,1
20160329,HI,0.43,99.57,79.05,17.11,0.00,0.00,2016-03-29,2016-04-04,1
20160322,HI,0.43,99.57,79.05,17.11,0.00,0.00,2016-03-22,2016-03-28,1
20160315,HI,0.43,99.57,77.93,17.11,0.00,0.00,2016-03-15,2016-03-21,1
20160308,HI,0.00,100.00,73.58,6.59,0.00,0.00,2016-03-08,2016-03-14,1
20160301,HI,0.00,100.00,55.01,6.59,0.00,0.00,2016-03-01,2016-03-07,1
20160223,HI,0.00,100.00,50.47,0.66,0.00,0.00,2016-02-23,2016-02-29,1
20160216,HI,0.00,100.00,50.32,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,HI,0.00,100.00,27.89,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,HI,0.00,100.00,19.60,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,HI,2.23,97.77,19.60,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,HI,9.57,90.43,12.59,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,HI,43.18,56.82,9.64,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,HI,43.18,56.82,9.64,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,HI,56.75,43.25,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,HI,56.75,43.25,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,HI,56.75,43.25,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,HI,69.51,30.49,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,HI,95.87,4.13,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,HI,95.87,4.13,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,HI,84.45,15.55,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,HI,84.45,15.55,0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,HI,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,HI,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,HI,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,HI,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,HI,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,HI,96.82,3.18,0.00,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,HI,95.88,4.12,2.80,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,HI,81.87,18.13,2.80,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,HI,57.77,42.23,16.67,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,HI,54.68,45.32,24.45,2.68,0.00,0.00,2015-09-01,2015-09-07,1
20150825,HI,54.68,45.32,24.45,2.68,0.00,0.00,2015-08-25,2015-08-31,1
20150818,HI,37.16,62.84,25.87,2.68,0.00,0.00,2015-08-18,2015-08-24,1
20150811,HI,37.16,62.84,25.87,2.68,0.00,0.00,2015-08-11,2015-08-17,1
20150804,HI,33.81,66.19,25.87,2.68,0.00,0.00,2015-08-04,2015-08-10,1
20150728,HI,33.81,66.19,25.87,2.68,0.00,0.00,2015-07-28,2015-08-03,1
20150721,HI,33.81,66.19,25.87,2.68,0.00,0.00,2015-07-21,2015-07-27,1
20150714,HI,33.81,66.19,25.82,2.81,0.00,0.00,2015-07-14,2015-07-20,1
20150707,HI,31.99,68.01,24.56,1.34,0.00,0.00,2015-07-07,2015-07-13,1
20150630,HI,31.99,68.01,24.56,1.34,0.00,0.00,2015-06-30,2015-07-06,1
20150623,HI,31.99,68.01,24.56,1.34,0.00,0.00,2015-06-23,2015-06-29,1
20150616,HI,32.62,67.38,23.87,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,HI,36.16,63.84,21.18,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,HI,38.25,61.75,20.40,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,HI,38.25,61.75,20.40,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,HI,38.25,61.75,20.40,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,HI,39.27,60.73,20.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,HI,39.27,60.73,20.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,HI,33.94,66.06,23.50,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,HI,33.94,66.06,23.50,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,HI,33.94,66.06,23.50,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,HI,26.60,73.40,23.50,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,HI,18.86,81.14,26.61,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,HI,14.68,85.32,26.61,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,HI,14.68,85.32,26.61,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,HI,8.44,91.56,26.61,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,HI,0.00,100.00,54.43,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,HI,0.00,100.00,50.97,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,HI,0.00,100.00,47.36,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,HI,0.00,100.00,47.36,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,HI,0.00,100.00,47.36,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,HI,0.00,100.00,47.36,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,HI,0.00,100.00,47.36,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,HI,26.46,73.54,2.75,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,HI,26.46,73.54,2.75,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,HI,67.70,32.30,2.75,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,HI,67.70,32.30,2.75,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141216,HI,67.70,32.30,2.75,0.00,0.00,0.00,2014-12-16,2014-12-22,1
